id,sex,num_timesinarena,coveredy_n,sequence_id,sequence_num,state
13.1,F,1,Y,1,1,NR
13.1,F,1,Y,1,2,TA
13.1,F,1,Y,1,3,TA
13.1,F,1,Y,1,4,T
2.2,F,1,Y,1,1,NR
2.2,F,1,Y,1,2,J
2.2,F,1,Y,1,3,NR
2.2,F,1,Y,1,4,J
2.2,F,1,Y,1,1,NR
2.2,F,1,Y,1,5,TO
2.2,F,1,Y,1,6,TO
2.2,F,1,Y,1,7,TO
2.2,F,1,Y,1,8,TO
2.2,F,1,Y,1,9,TA
45.8,F,4,Y,2,1,J
45.8,F,4,Y,2,2,J
45.8,F,4,Y,2,3,S
45.8,F,4,Y,2,4,RM
45.8,F,4,Y,2,1,S
45.8,F,4,Y,2,5,RM
45.8,F,4,Y,2,6,S
45.8,F,4,Y,2,7,RM
45.8,F,4,Y,2,8,S
45.8,F,4,Y,2,9,TA
45.8,F,4,Y,2,10,J
45.8,F,4,Y,2,11,S
45.8,F,4,Y,2,12,RM
45.8,F,4,Y,2,13,S
45.8,F,4,Y,2,14,RM
45.8,F,4,Y,2,15,TA
45.8,F,4,Y,2,16,R
45.8,F,4,Y,2,17,P
41.9,F,4,Y,2,1,J
41.9,F,4,Y,2,2,TA
41.9,F,4,Y,2,3,S
41.9,F,4,Y,2,4,RM
41.9,F,4,Y,2,1,J
41.9,F,4,Y,2,5,J
41.9,F,4,Y,2,6,TA
41.9,F,4,Y,2,7,S
41.9,F,4,Y,2,8,TA
41.9,F,4,Y,2,9,TA
41.9,F,4,Y,2,10,TA
41.9,F,4,Y,2,11,TA
41.9,F,4,Y,2,12,S
41.9,F,4,Y,2,13,RM
41.9,F,4,Y,2,14,S
41.9,F,4,Y,2,15,S
41.9,F,4,Y,2,16,J
41.9,F,4,Y,2,17,J
41.9,F,4,Y,2,18,TO
41.9,F,4,Y,2,19,TO
41.9,F,4,Y,2,20,S
41.9,F,4,Y,2,21,RM
41.9,F,4,Y,2,22,TA
48.1,F,3,N,2,1,J
48.1,F,3,N,2,2,J
48.1,F,3,N,2,3,J
48.1,F,3,N,2,4,TA
48.1,F,3,N,2,1,J
48.1,F,3,N,2,5,S
48.1,F,3,N,2,6,R
48.1,F,3,N,2,7,S
48.1,F,3,N,2,8,R
48.1,F,3,N,2,9,S
48.1,F,3,N,2,10,R
48.1,F,3,N,2,11,P
48.1,F,3,N,2,12,TO
48.1,F,3,N,2,13,S
48.1,F,3,N,2,14,S
48.1,F,3,N,2,15,R
48.1,F,3,N,2,16,P
48.1,F,3,N,2,17,S
48.1,F,3,N,2,18,CM
48.1,F,3,N,2,19,S
48.1,F,3,N,2,20,J
48.1,F,3,N,2,21,CM
48.1,F,3,N,2,22,S
48.1,F,3,N,2,23,J
48.1,F,3,N,2,24,CM
48.1,F,3,N,2,25,S
48.1,F,3,N,2,26,J
48.1,F,3,N,2,27,S
48.1,F,3,N,2,28,P
48.1,F,3,N,2,29,S
48.1,F,3,N,2,30,R
48.1,F,3,N,2,31,P
48.1,F,3,N,2,32,S
48.1,F,3,N,2,33,S
48.1,F,3,N,2,34,S
48.1,F,3,N,2,35,S
48.1,F,3,N,2,36,P
48.1,F,3,N,2,37,S
48.1,F,3,N,2,38,S
48.1,F,3,N,2,39,R
48.1,F,3,N,2,40,P
48.1,F,3,N,2,41,S
48.1,F,3,N,2,42,S
48.1,F,3,N,2,43,TO
48.1,F,3,N,2,44,TO
48.1,F,3,N,2,45,S
48.1,F,3,N,2,46,TO
48.1,F,3,N,2,47,S
48.1,F,3,N,2,48,S
48.1,F,3,N,2,49,TO
48.1,F,3,N,2,50,S
48.1,F,3,N,2,51,TO
48.1,F,3,N,2,52,S
48.1,F,3,N,2,53,S
48.1,F,3,N,2,54,R
48.1,F,3,N,2,55,S
48.1,F,3,N,2,56,P
48.1,F,3,N,2,57,S
48.1,F,3,N,2,58,S
48.1,F,3,N,2,59,S
48.1,F,3,N,2,60,S
48.1,F,3,N,2,61,S
48.1,F,3,N,2,62,P
48.1,F,3,N,2,63,S
48.1,F,3,N,2,64,S
48.1,F,3,N,2,65,S
48.1,F,3,N,2,66,CM
48.1,F,3,N,2,67,R
7.9,F,3,Y,1,1,J
7.9,F,3,Y,1,2,J
7.9,F,3,Y,1,3,J
7.9,F,3,Y,1,4,J
7.9,F,3,Y,1,5,J
7.9,F,3,Y,1,6,J
7.9,F,3,Y,1,7,J
7.9,F,3,Y,1,8,J
7.9,F,3,Y,1,9,J
7.9,F,3,Y,1,10,J
7.9,F,3,Y,1,11,R
7.9,F,3,Y,1,12,P
7.9,F,3,Y,1,13,TA
7.9,F,3,Y,1,14,S
7.9,F,3,Y,1,15,R
7.9,F,3,Y,1,16,S
7.9,F,3,Y,1,17,R
7.9,F,3,Y,1,18,P
7.9,F,3,Y,1,19,J
7.9,F,3,Y,1,20,TA
7.9,F,3,Y,1,21,S
7.9,F,3,Y,1,22,R
7.9,F,3,Y,1,23,J
7.9,F,3,Y,1,24,R
7.9,F,3,Y,1,25,P
7.9,F,3,Y,1,26,J
7.9,F,3,Y,1,27,TO
7.9,F,3,Y,1,28,J
7.9,F,3,Y,1,29,P
7.9,F,3,Y,1,30,S
7.9,F,3,Y,1,31,TA
7.9,F,3,Y,1,32,S
7.9,F,3,Y,1,33,S
7.9,F,3,Y,1,34,R
7.9,F,3,Y,1,35,S
7.9,F,3,Y,1,36,P
7.9,F,3,Y,1,37,S
7.9,F,3,Y,1,38,S
7.9,F,3,Y,1,39,S
7.9,F,3,Y,1,40,R
7.9,F,3,Y,1,41,S
7.9,F,3,Y,1,42,R
7.9,F,3,Y,1,43,S
7.9,F,3,Y,1,44,S
7.9,F,3,Y,1,45,S
7.9,F,3,Y,1,46,S
7.9,F,3,Y,1,47,CM
7.9,F,3,Y,1,48,S
7.9,F,3,Y,1,49,S
7.9,F,3,Y,1,50,CM
7.9,F,3,Y,1,51,CM
7.9,F,3,Y,1,52,S
7.9,F,3,Y,1,53,R
8.1,F,3,Y,2,1,J
8.1,F,3,Y,2,2,TA
8.1,F,3,Y,2,3,S
8.1,F,3,Y,2,4,S
8.1,F,3,Y,2,5,CM
8.1,F,3,Y,2,6,S
8.1,F,3,Y,2,7,CM
8.1,F,3,Y,2,8,RM
8.1,F,3,Y,2,9,J
8.1,F,3,Y,2,10,J
8.1,F,3,Y,2,11,J
8.1,F,3,Y,2,12,S
8.1,F,3,Y,2,13,CM
8.1,F,3,Y,2,14,RM
8.1,F,3,Y,2,15,S
8.1,F,3,Y,2,16,RM
8.1,F,3,Y,2,17,S
8.1,F,3,Y,2,18,CM
8.1,F,3,Y,2,19,S
8.1,F,3,Y,2,20,R
8.1,F,3,Y,2,21,P
8.1,F,3,Y,2,22,TA
8.1,F,3,Y,2,23,S
8.1,F,3,Y,2,24,P
8.1,F,3,Y,2,25,TO
8.1,F,3,Y,2,26,TA
8.1,F,3,Y,2,27,J
8.1,F,3,Y,2,28,J
8.1,F,3,Y,2,29,J
8.1,F,3,Y,2,30,TO
8.1,F,3,Y,2,31,J
8.1,F,3,Y,2,32,J
8.1,F,3,Y,2,33,TA
8.1,F,3,Y,2,34,TA
8.1,F,3,Y,2,35,S
8.1,F,3,Y,2,36,R
8.1,F,3,Y,2,37,S
8.1,F,3,Y,2,38,TA
8.1,F,3,Y,2,39,S
8.1,F,3,Y,2,40,R
8.1,F,3,Y,2,41,P
8.1,F,3,Y,2,42,J
8.1,F,3,Y,2,43,TA
8.1,F,3,Y,2,44,TA
8.1,F,3,Y,2,45,S
8.1,F,3,Y,2,46,TO
37.7,F,2,Y,2,1,J
37.7,F,2,Y,2,2,J
37.7,F,2,Y,2,3,J
37.7,F,2,Y,2,4,RM
37.7,F,2,Y,2,5,TO
37.7,F,2,Y,2,6,TO
37.7,F,2,Y,2,7,J
37.7,F,2,Y,2,8,J
37.7,F,2,Y,2,9,J
37.7,F,2,Y,2,10,J
37.7,F,2,Y,2,11,TO
37.7,F,2,Y,2,12,J
37.7,F,2,Y,2,13,J
37.7,F,2,Y,2,14,TO
37.7,F,2,Y,2,15,R
37.7,F,2,Y,2,16,J
37.7,F,2,Y,2,17,J
37.7,F,2,Y,2,18,TA
37.7,F,2,Y,2,19,J
37.7,F,2,Y,2,20,J
37.7,F,2,Y,2,21,J
37.7,F,2,Y,2,22,J
37.7,F,2,Y,2,23,R
37.7,F,2,Y,2,24,TA
37.7,F,2,Y,2,25,TA
37.7,F,2,Y,2,26,TO
37.7,F,2,Y,2,27,TA
37.7,F,2,Y,2,28,TA
37.7,F,2,Y,2,29,TO
37.7,F,2,Y,2,30,TA
37.7,F,2,Y,2,31,TO
37.7,F,2,Y,2,32,TO
37.7,F,2,Y,2,33,P
37.7,F,2,Y,2,34,J
37.7,F,2,Y,2,35,TO
31.8,F,2,N,2,1,J
31.8,F,2,N,2,2,J
31.8,F,2,N,2,3,TO
31.8,F,2,N,2,4,P
31.8,F,2,N,2,5,J
31.8,F,2,N,2,6,J
31.8,F,2,N,2,7,J
31.8,F,2,N,2,8,S
31.8,F,2,N,2,9,S
31.8,F,2,N,2,10,R
31.8,F,2,N,2,11,P
31.8,F,2,N,2,12,S
31.8,F,2,N,2,13,S
31.8,F,2,N,2,14,S
31.8,F,2,N,2,15,R
31.8,F,2,N,2,16,P
31.8,F,2,N,2,17,TA
31.8,F,2,N,2,18,J
31.8,F,2,N,2,19,S
31.8,F,2,N,2,20,TO
31.8,F,2,N,2,21,TO
31.8,F,2,N,2,22,S
31.8,F,2,N,2,23,TO
31.8,F,2,N,2,24,R
31.8,F,2,N,2,25,P
31.8,F,2,N,2,26,TA
31.8,F,2,N,2,27,TA
2.2,F,2,N,2,1,J
2.2,F,2,N,2,2,J
2.2,F,2,N,2,3,J
2.2,F,2,N,2,4,J
2.2,F,2,N,2,5,J
2.2,F,2,N,2,6,R
2.2,F,2,N,2,7,P
2.2,F,2,N,2,8,S
2.2,F,2,N,2,9,CM
2.2,F,2,N,2,10,R
2.2,F,2,N,2,11,P
2.2,F,2,N,2,12,J
2.2,F,2,N,2,13,TA
2.2,F,2,N,2,14,TA
2.2,F,2,N,2,15,S
2.2,F,2,N,2,16,S
2.2,F,2,N,2,17,R
2.2,F,2,N,2,18,J
2.2,F,2,N,2,19,TA
2.2,F,2,N,2,20,S
2.2,F,2,N,2,21,S
2.2,F,2,N,2,22,S
2.2,F,2,N,2,23,R
2.2,F,2,N,2,24,P
2.2,F,2,N,2,25,J
2.2,F,2,N,2,26,J
2.2,F,2,N,2,27,S
2.2,F,2,N,2,28,J
2.2,F,2,N,2,29,S
2.2,F,2,N,2,30,S
2.2,F,2,N,2,31,R
17.6,F,1,Y,1,1,J
17.6,F,1,Y,1,2,J
17.6,F,1,Y,1,3,J
17.6,F,1,Y,1,4,J
17.6,F,1,Y,1,5,J
17.6,F,1,Y,1,6,J
17.6,F,1,Y,1,7,J
17.6,F,1,Y,1,8,R
17.6,F,1,Y,1,9,J
17.6,F,1,Y,1,10,P
17.6,F,1,Y,1,11,S
17.6,F,1,Y,1,12,R
17.6,F,1,Y,1,13,P
17.6,F,1,Y,1,14,J
17.6,F,1,Y,1,15,S
17.6,F,1,Y,1,16,S
17.6,F,1,Y,1,17,R
17.6,F,1,Y,1,18,P
17.6,F,1,Y,1,19,S
17.6,F,1,Y,1,20,S
17.6,F,1,Y,1,21,S
17.6,F,1,Y,1,22,S
17.6,F,1,Y,1,23,S
17.6,F,1,Y,1,24,S
17.6,F,1,Y,1,25,S
17.6,F,1,Y,1,26,S
43.3,F,1,Y,1,1,J
43.3,F,1,Y,1,2,TA
43.3,F,1,Y,1,3,TA
43.3,F,1,Y,1,4,S
43.3,F,1,Y,1,5,CM
43.3,F,1,Y,1,6,S
43.3,F,1,Y,1,7,S
43.3,F,1,Y,1,8,S
43.3,F,1,Y,1,9,J
43.3,F,1,Y,1,10,TA
43.3,F,1,Y,1,11,S
43.3,F,1,Y,1,12,S
43.3,F,1,Y,1,13,RM
43.3,F,1,Y,1,14,TA
43.3,F,1,Y,1,15,S
43.3,F,1,Y,1,16,J
43.3,F,1,Y,1,17,J
43.3,F,1,Y,1,18,TA
43.3,F,1,Y,1,19,TA
43.3,F,1,Y,1,20,S
43.3,F,1,Y,1,21,S
43.3,F,1,Y,1,22,S
43.3,F,1,Y,1,23,S
43.3,F,1,Y,1,24,S
43.3,F,1,Y,1,25,S
43.3,F,1,Y,1,26,S
43.3,F,1,Y,1,27,S
46.5,F,1,Y,1,1,TO
46.5,F,1,Y,1,2,TO
46.5,F,1,Y,1,3,TO
46.5,F,1,Y,1,4,TO
46.5,F,1,Y,1,5,TO
3.4,F,2,Y,1,1,NR
3.4,F,2,Y,1,2,J
3.4,F,2,Y,1,3,TA
3.4,F,2,Y,1,4,TA
3.4,F,2,Y,1,5,TA
3.4,F,2,Y,1,6,J
3.4,F,2,Y,1,7,TA
3.4,F,2,Y,1,8,TA
3.4,F,2,Y,1,9,TA
3.4,F,2,Y,1,10,J
3.4,F,2,Y,1,11,TA
3.4,F,2,Y,1,12,TA
3.4,F,2,Y,1,13,TA
3.4,F,2,Y,1,14,TA
45.8,F,1,N,1,1,J
45.8,F,1,N,1,2,TO
45.8,F,1,N,1,3,R
45.8,F,1,N,1,4,S
45.8,F,1,N,1,5,J
45.8,F,1,N,1,6,J
45.8,F,1,N,1,7,S
45.8,F,1,N,1,8,S
45.8,F,1,N,1,9,R
45.8,F,1,N,1,10,P
45.8,F,1,N,1,11,S
45.8,F,1,N,1,12,S
45.8,F,1,N,1,13,P
45.8,F,1,N,1,14,S
45.8,F,1,N,1,15,S
45.8,F,1,N,1,16,R
45.8,F,1,N,1,17,S
45.8,F,1,N,1,18,R
45.8,F,1,N,1,19,S
45.8,F,1,N,1,20,S
45.8,F,1,N,1,21,R
45.8,F,1,N,1,22,P
45.8,F,1,N,1,23,TA
45.8,F,1,N,1,24,J
45.8,F,1,N,1,25,J
45.8,F,1,N,1,26,J
45.8,F,1,N,1,27,S
45.8,F,1,N,1,28,S
45.8,F,1,N,1,29,R
45.8,F,1,N,1,30,P
45.8,F,1,N,1,31,S
45.8,F,1,N,1,32,R
45.8,F,1,N,1,33,S
45.8,F,1,N,1,34,P
45.8,F,1,N,1,35,S
45.8,F,1,N,1,36,R
45.8,F,1,N,1,37,J
45.8,F,1,N,1,38,S
45.8,F,1,N,1,39,R
45.8,F,1,N,1,40,P
45.8,F,1,N,1,41,S
45.8,F,1,N,1,42,S
45.8,F,1,N,1,43,S
45.8,F,1,N,1,44,P
19.7,F,4,Y,1,1,J
19.7,F,4,Y,1,2,J
19.7,F,4,Y,1,3,J
19.7,F,4,Y,1,4,J
19.7,F,4,Y,1,5,J
19.7,F,4,Y,1,6,J
19.7,F,4,Y,1,7,J
19.7,F,4,Y,1,8,J
19.7,F,4,Y,1,9,J
19.7,F,4,Y,1,10,J
19.7,F,4,Y,1,11,J
19.7,F,4,Y,1,12,J
19.7,F,4,Y,1,13,J
19.7,F,4,Y,1,14,J
19.7,F,4,Y,1,15,J
19.7,F,4,Y,1,16,J
19.7,F,4,Y,1,17,J
19.7,F,4,Y,1,18,J
19.7,F,4,Y,1,19,J
19.7,F,4,Y,1,20,J
19.7,F,4,Y,1,21,J
19.7,F,4,Y,1,22,J
19.7,F,4,Y,1,23,J
19.7,F,4,Y,1,24,J
19.7,F,4,Y,1,25,J
19.7,F,4,Y,1,26,J
19.7,F,4,Y,1,27,J
19.7,F,4,Y,1,28,J
19.7,F,4,Y,1,29,J
19.7,F,4,Y,1,30,J
19.7,F,4,Y,1,31,J
19.7,F,4,Y,1,32,J
19.7,F,4,Y,1,33,J
19.7,F,4,Y,1,34,J
19.7,F,4,Y,1,35,J
19.7,F,4,Y,1,36,J
19.7,F,4,Y,1,37,J
19.7,F,4,Y,1,38,J
19.7,F,4,Y,1,39,J
19.7,F,4,Y,1,40,J
19.7,F,4,Y,1,41,J
19.7,F,4,Y,1,42,J
14.5,F,4,N,2,1,J
14.5,F,4,N,2,2,J
14.5,F,4,N,2,3,P
14.5,F,4,N,2,4,R
14.5,F,4,N,2,5,P
14.5,F,4,N,2,6,S
14.5,F,4,N,2,7,CM
14.5,F,4,N,2,8,S
14.5,F,4,N,2,9,CM
14.5,F,4,N,2,10,S
14.5,F,4,N,2,11,R
14.5,F,4,N,2,12,S
14.5,F,4,N,2,13,S
14.5,F,4,N,2,14,S
14.5,F,4,N,2,15,P
14.5,F,4,N,2,16,S
14.5,F,4,N,2,17,R
14.5,F,4,N,2,18,J
14.5,F,4,N,2,19,P
14.5,F,4,N,2,20,J
14.5,F,4,N,2,21,S
14.5,F,4,N,2,22,J
14.5,F,4,N,2,23,TA
14.5,F,4,N,2,24,TA
14.5,F,4,N,2,25,J
14.5,F,4,N,2,26,S
14.5,F,4,N,2,27,R
14.5,F,4,N,2,28,S
14.5,F,4,N,2,29,R
14.5,F,4,N,2,30,P
14.5,F,4,N,2,31,S
14.5,F,4,N,2,32,S
14.5,F,4,N,2,33,J
14.5,F,4,N,2,34,S
14.5,F,4,N,2,35,S
14.5,F,4,N,2,36,R
14.5,F,4,N,2,37,CM
14.5,F,4,N,2,38,S
14.5,F,4,N,2,39,R
14.5,F,4,N,2,40,CM
14.5,F,4,N,2,41,S
14.5,F,4,N,2,42,R
14.5,F,4,N,2,43,P
14.5,F,4,N,2,44,S
14.5,F,4,N,2,45,S
14.5,F,4,N,2,46,S
14.5,F,4,N,2,47,CM
14.5,F,4,N,2,48,TO
14.5,F,4,N,2,49,CM
14.5,F,4,N,2,50,CM
14.5,F,4,N,2,51,S
14.5,F,4,N,2,52,CM
14.5,F,4,N,2,53,CM
14.5,F,4,N,2,54,S
14.5,F,4,N,2,55,CM
14.5,F,4,N,2,56,CM
14.5,F,4,N,2,57,CM
14.5,F,4,N,2,58,S
14.5,F,4,N,2,59,CM
14.5,F,4,N,2,60,S
14.5,F,4,N,2,61,P
14.5,F,4,N,2,62,R
14.5,F,4,N,2,63,TO
14.5,F,4,N,2,64,CM
14.5,F,4,N,2,65,S
14.5,F,4,N,2,66,P
14.5,F,4,N,2,67,CM
14.5,F,4,N,2,68,S
14.5,F,4,N,2,69,CM
14.5,F,4,N,2,70,TA
14.5,F,4,N,2,71,CM
14.5,F,4,N,2,72,TO
14.5,F,4,N,2,73,S
14.5,F,4,N,2,74,CM
14.5,F,4,N,2,75,S
14.5,F,4,N,2,76,S
40.2,F,4,N,1,1,TA
40.2,F,4,N,1,2,TA
40.2,F,4,N,1,3,TA
40.2,F,4,N,1,4,J
40.2,F,4,N,1,5,CM
40.2,F,4,N,1,6,S
40.2,F,4,N,1,7,R
40.2,F,4,N,1,8,S
40.2,F,4,N,1,9,R
40.2,F,4,N,1,10,TO
40.2,F,4,N,1,11,R
40.2,F,4,N,1,12,TO
40.2,F,4,N,1,13,R
40.2,F,4,N,1,14,S
40.2,F,4,N,1,15,TO
40.2,F,4,N,1,16,TO
40.2,F,4,N,1,17,TO
40.2,F,4,N,1,18,S
40.2,F,4,N,1,19,TO
40.2,F,4,N,1,20,P
40.2,F,4,N,1,21,CM
40.2,F,4,N,1,22,S
40.2,F,4,N,1,23,S
40.2,F,4,N,1,24,S
40.2,F,4,N,1,25,S
40.2,F,4,N,1,26,S
40.2,F,4,N,1,27,S
40.2,F,4,N,1,28,TO
40.2,F,4,N,1,29,TA
40.2,F,4,N,1,30,S
40.2,F,4,N,1,31,TO
40.2,F,4,N,1,32,S
40.2,F,4,N,1,33,S
40.2,F,4,N,1,34,S
40.2,F,4,N,1,35,S
40.2,F,4,N,1,36,S
40.2,F,4,N,1,37,P
40.2,F,4,N,1,38,CM
40.2,F,4,N,1,39,S
40.2,F,4,N,1,40,R
40.2,F,4,N,1,41,S
40.2,F,4,N,1,42,P
40.2,F,4,N,1,43,S
40.2,F,4,N,1,44,S
40.2,F,4,N,1,45,R
40.2,F,4,N,1,46,S
40.2,F,4,N,1,47,R
40.2,F,4,N,1,48,P
40.2,F,4,N,1,49,S
40.2,F,4,N,1,50,R
40.2,F,4,N,1,51,TA
40.2,F,4,N,1,52,P
40.2,F,4,N,1,53,TA
40.2,F,4,N,1,54,S
40.2,F,4,N,1,55,S
40.2,F,4,N,1,56,P
40.2,F,4,N,1,57,S
40.2,F,4,N,1,58,R
40.2,F,4,N,1,59,TA
40.2,F,4,N,1,60,R
44.6,F,4,N,1,1,P
44.6,F,4,N,1,2,J
44.6,F,4,N,1,3,R
44.6,F,4,N,1,4,S
44.6,F,4,N,1,5,R
44.6,F,4,N,1,6,S
44.6,F,4,N,1,7,R
44.6,F,4,N,1,8,P
44.6,F,4,N,1,9,J
44.6,F,4,N,1,10,S
44.6,F,4,N,1,11,J
44.6,F,4,N,1,12,S
44.6,F,4,N,1,13,S
44.6,F,4,N,1,14,S
44.6,F,4,N,1,15,S
44.6,F,4,N,1,16,S
44.6,F,4,N,1,17,S
44.6,F,4,N,1,18,RM
44.6,F,4,N,1,19,S
44.6,F,4,N,1,20,S
44.6,F,4,N,1,21,S
44.6,F,4,N,1,22,S
44.6,F,4,N,1,23,S
44.6,F,4,N,1,24,S
44.6,F,4,N,1,25,S
44.6,F,4,N,1,26,RM
44.6,F,4,N,1,27,TA
44.6,F,4,N,1,28,J
44.6,F,4,N,1,29,TO
44.6,F,4,N,1,30,TO
44.6,F,4,N,1,31,R
44.6,F,4,N,1,32,J
44.6,F,4,N,1,33,TO
44.6,F,4,N,1,34,S
44.6,F,4,N,1,35,R
44.6,F,4,N,1,36,P
44.6,F,4,N,1,37,S
44.6,F,4,N,1,38,S
44.6,F,4,N,1,39,S
44.6,F,4,N,1,40,S
44.6,F,4,N,1,41,S
44.6,F,4,N,1,42,R
9.4,F,1,N,1,1,J
9.4,F,1,N,1,2,J
9.4,F,1,N,1,3,J
9.4,F,1,N,1,4,J
9.4,F,1,N,1,5,TO
9.4,F,1,N,1,6,J
9.4,F,1,N,1,7,TO
9.4,F,1,N,1,8,TO
9.4,F,1,N,1,9,TO
9.4,F,1,N,1,10,TO
9.4,F,1,N,1,11,TO
9.4,F,1,N,1,12,TO
9.4,F,1,N,1,13,P
9.4,F,1,N,1,14,S
9.4,F,1,N,1,15,R
